seq1	seq2	score	gap_open	gap_extend	label
prot-0286	prot-0641	42.0	18	1	Negative
prot-0305	prot-0785	29.0	18	1	Negative
prot-0326	prot-0712	21.0	18	1	Negative
prot-0346	prot-0063	26.0	18	1	Negative
prot-0363	prot-0345	27.0	18	1	Negative
prot-0380	prot-0553	27.0	18	1	Negative
prot-0397	prot-0470	39.0	18	1	Negative
prot-0414	prot-0903	25.0	18	1	Negative
prot-0431	prot-0093	22.0	18	1	Negative
prot-0446	prot-0424	41.0	18	1	Negative
prot-0469	prot-0609	32.0	18	1	Negative
prot-0486	prot-0314	20.0	18	1	Negative
prot-0503	prot-0454	28.0	18	1	Negative
prot-0520	prot-0088	23.0	18	1	Negative
prot-0536	prot-0452	26.0	18	1	Negative
prot-0552	prot-0460	25.0	18	1	Negative
prot-0571	prot-0711	30.0	18	1	Negative
prot-0595	prot-0503	29.0	18	1	Negative
prot-0616	prot-0819	26.0	18	1	Negative
prot-0631	prot-0386	36.0	18	1	Negative
prot-0648	prot-0022	21.0	18	1	Negative
prot-0665	prot-0100	23.0	18	1	Negative
prot-0682	prot-0873	20.0	18	1	Negative
prot-0699	prot-0760	29.0	18	1	Negative
prot-0716	prot-0710	22.0	18	1	Negative
prot-0734	prot-0108	20.0	18	1	Negative
prot-0750	prot-0875	18.0	18	1	Negative
prot-0772	prot-0886	23.0	18	1	Negative
prot-0791	prot-0245	24.0	18	1	Negative
prot-0805	prot-0261	29.0	18	1	Negative
prot-0821	prot-0591	26.0	18	1	Negative
prot-0843	prot-0026	28.0	18	1	Negative
prot-0860	prot-0510	21.0	18	1	Negative
prot-0878	prot-0524	15.0	18	1	Negative
prot-0900	prot-0264	25.0	18	1	Negative
prot-0915	prot-0407	24.0	18	1	Negative
prot-0004	prot-0008	27.0	18	2	Positive
prot-0031	prot-0034	32.0	18	2	Positive
prot-0047	prot-0050	23.0	18	2	Positive
prot-0065	prot-0069	44.0	18	2	Positive
prot-0077	prot-0082	46.0	18	2	Positive
prot-0098	prot-0102	25.0	18	2	Positive
prot-0124	prot-0125	32.0	18	2	Positive
prot-0166	prot-0177	22.0	18	2	Positive
prot-0170	prot-0173	22.0	18	2	Positive
prot-0175	prot-0178	26.0	18	2	Positive
prot-0187	prot-0190	23.0	18	2	Positive
prot-0240	prot-0242	26.0	18	2	Positive
prot-0271	prot-0275	33.0	18	2	Positive
prot-0298	prot-0300	29.0	18	2	Positive
prot-0326	prot-0327	66.0	18	2	Positive
prot-0354	prot-0355	22.0	18	2	Positive
prot-0357	prot-0360	25.0	18	2	Positive
prot-0361	prot-0364	30.0	18	2	Positive
prot-0369	prot-0370	37.0	18	2	Positive
prot-0380	prot-0384	43.0	18	2	Positive
prot-0384	prot-0392	29.0	18	2	Positive
prot-0410	prot-0412	31.0	18	2	Positive
prot-0459	prot-0461	30.0	18	2	Positive
prot-0465	prot-0466	29.0	18	2	Positive
prot-0484	prot-0485	67.0	18	2	Positive
prot-0507	prot-0509	24.0	18	2	Positive
prot-0533	prot-0534	35.0	18	2	Positive
prot-0570	prot-0572	37.0	18	2	Positive
prot-0580	prot-0615	26.0	18	2	Positive
prot-0582	prot-0586	28.0	18	2	Positive
prot-0583	prot-0598	27.0	18	2	Positive
prot-0584	prot-0611	30.0	18	2	Positive
prot-0586	prot-0590	35.0	18	2	Positive
prot-0587	prot-0606	31.0	18	2	Positive
prot-0589	prot-0591	25.0	18	2	Positive
prot-0590	prot-0610	32.0	18	2	Positive
prot-0592	prot-0601	27.0	18	2	Positive
prot-0594	prot-0596	31.0	18	2	Positive
prot-0595	prot-0620	30.0	18	2	Positive
prot-0597	prot-0621	26.0	18	2	Positive
prot-0600	prot-0605	24.0	18	2	Positive
prot-0602	prot-0616	25.0	18	2	Positive
prot-0605	prot-0615	31.0	18	2	Positive
prot-0609	prot-0611	43.0	18	2	Positive
prot-0614	prot-0616	83.0	18	2	Positive
prot-0659	prot-0661	31.0	18	2	Positive
prot-0735	prot-0736	35.0	18	2	Positive
prot-0776	prot-0779	256.0	18	2	Positive
prot-0829	prot-0832	46.0	18	2	Positive
prot-0860	prot-0862	30.0	18	2	Positive
prot-0018	prot-0198	29.0	18	2	Negative
prot-0035	prot-0071	22.0	18	2	Negative
prot-0056	prot-0826	18.0	18	2	Negative
prot-0075	prot-0561	22.0	18	2	Negative
prot-0093	prot-0091	23.0	18	2	Negative
prot-0110	prot-0613	22.0	18	2	Negative
prot-0131	prot-0547	26.0	18	2	Negative
prot-0148	prot-0369	16.0	18	2	Negative
prot-0166	prot-0839	18.0	18	2	Negative
prot-0186	prot-0014	16.0	18	2	Negative
prot-0206	prot-0313	31.0	18	2	Negative
prot-0228	prot-0121	15.0	18	2	Negative
prot-0244	prot-0817	20.0	18	2	Negative
prot-0262	prot-0540	25.0	18	2	Negative
prot-0286	prot-0641	42.0	18	2	Negative
prot-0305	prot-0785	29.0	18	2	Negative
prot-0326	prot-0712	21.0	18	2	Negative
prot-0346	prot-0063	26.0	18	2	Negative
prot-0363	prot-0345	27.0	18	2	Negative
prot-0380	prot-0553	27.0	18	2	Negative
prot-0397	prot-0470	39.0	18	2	Negative
prot-0414	prot-0903	25.0	18	2	Negative
prot-0431	prot-0093	22.0	18	2	Negative
prot-0446	prot-0424	41.0	18	2	Negative
prot-0469	prot-0609	32.0	18	2	Negative
prot-0486	prot-0314	20.0	18	2	Negative
prot-0503	prot-0454	28.0	18	2	Negative
prot-0520	prot-0088	23.0	18	2	Negative
prot-0536	prot-0452	26.0	18	2	Negative
prot-0552	prot-0460	25.0	18	2	Negative
prot-0571	prot-0711	30.0	18	2	Negative
prot-0595	prot-0503	29.0	18	2	Negative
prot-0616	prot-0819	26.0	18	2	Negative
prot-0631	prot-0386	36.0	18	2	Negative
prot-0648	prot-0022	21.0	18	2	Negative
prot-0665	prot-0100	23.0	18	2	Negative
prot-0682	prot-0873	20.0	18	2	Negative
prot-0699	prot-0760	29.0	18	2	Negative
prot-0716	prot-0710	22.0	18	2	Negative
prot-0734	prot-0108	20.0	18	2	Negative
prot-0750	prot-0875	18.0	18	2	Negative
prot-0772	prot-0886	23.0	18	2	Negative
prot-0791	prot-0245	24.0	18	2	Negative
prot-0805	prot-0261	29.0	18	2	Negative
prot-0821	prot-0591	26.0	18	2	Negative
prot-0843	prot-0026	28.0	18	2	Negative
prot-0860	prot-0510	21.0	18	2	Negative
prot-0878	prot-0524	15.0	18	2	Negative
prot-0900	prot-0264	25.0	18	2	Negative
prot-0915	prot-0407	24.0	18	2	Negative
prot-0004	prot-0008	27.0	18	3	Positive
prot-0031	prot-0034	32.0	18	3	Positive
prot-0047	prot-0050	23.0	18	3	Positive
prot-0065	prot-0069	43.0	18	3	Positive
prot-0077	prot-0082	46.0	18	3	Positive
prot-0098	prot-0102	25.0	18	3	Positive
prot-0124	prot-0125	32.0	18	3	Positive
prot-0166	prot-0177	22.0	18	3	Positive
prot-0170	prot-0173	22.0	18	3	Positive
prot-0175	prot-0178	26.0	18	3	Positive
prot-0187	prot-0190	23.0	18	3	Positive
prot-0240	prot-0242	26.0	18	3	Positive
prot-0271	prot-0275	33.0	18	3	Positive
prot-0298	prot-0300	29.0	18	3	Positive
prot-0326	prot-0327	63.0	18	3	Positive
prot-0354	prot-0355	22.0	18	3	Positive
prot-0357	prot-0360	25.0	18	3	Positive
prot-0361	prot-0364	30.0	18	3	Positive
prot-0369	prot-0370	37.0	18	3	Positive
prot-0380	prot-0384	43.0	18	3	Positive
prot-0384	prot-0392	29.0	18	3	Positive
prot-0410	prot-0412	31.0	18	3	Positive
prot-0459	prot-0461	30.0	18	3	Positive
prot-0465	prot-0466	29.0	18	3	Positive
prot-0484	prot-0485	61.0	18	3	Positive
prot-0507	prot-0509	24.0	18	3	Positive
prot-0533	prot-0534	35.0	18	3	Positive
prot-0570	prot-0572	37.0	18	3	Positive
prot-0580	prot-0615	26.0	18	3	Positive
prot-0582	prot-0586	28.0	18	3	Positive
prot-0583	prot-0598	27.0	18	3	Positive
prot-0584	prot-0611	30.0	18	3	Positive
prot-0586	prot-0590	35.0	18	3	Positive
prot-0587	prot-0606	31.0	18	3	Positive
prot-0589	prot-0591	25.0	18	3	Positive
prot-0590	prot-0610	32.0	18	3	Positive
prot-0592	prot-0601	27.0	18	3	Positive
prot-0594	prot-0596	31.0	18	3	Positive
prot-0595	prot-0620	30.0	18	3	Positive
prot-0597	prot-0621	26.0	18	3	Positive
prot-0600	prot-0605	24.0	18	3	Positive
prot-0602	prot-0616	25.0	18	3	Positive
prot-0605	prot-0615	31.0	18	3	Positive
prot-0609	prot-0611	43.0	18	3	Positive
prot-0614	prot-0616	81.0	18	3	Positive
prot-0659	prot-0661	31.0	18	3	Positive
prot-0735	prot-0736	35.0	18	3	Positive
prot-0776	prot-0779	251.0	18	3	Positive
prot-0829	prot-0832	46.0	18	3	Positive
prot-0860	prot-0862	30.0	18	3	Positive
prot-0018	prot-0198	29.0	18	3	Negative
prot-0035	prot-0071	22.0	18	3	Negative
prot-0056	prot-0826	18.0	18	3	Negative
prot-0075	prot-0561	22.0	18	3	Negative
prot-0093	prot-0091	23.0	18	3	Negative
prot-0110	prot-0613	22.0	18	3	Negative
prot-0131	prot-0547	26.0	18	3	Negative
prot-0148	prot-0369	16.0	18	3	Negative
prot-0166	prot-0839	18.0	18	3	Negative
prot-0186	prot-0014	16.0	18	3	Negative
prot-0206	prot-0313	31.0	18	3	Negative
prot-0228	prot-0121	15.0	18	3	Negative
prot-0244	prot-0817	20.0	18	3	Negative
prot-0262	prot-0540	25.0	18	3	Negative
prot-0286	prot-0641	42.0	18	3	Negative
prot-0305	prot-0785	29.0	18	3	Negative
prot-0326	prot-0712	21.0	18	3	Negative
prot-0346	prot-0063	26.0	18	3	Negative
prot-0363	prot-0345	27.0	18	3	Negative
prot-0380	prot-0553	27.0	18	3	Negative
prot-0397	prot-0470	39.0	18	3	Negative
prot-0414	prot-0903	25.0	18	3	Negative
prot-0431	prot-0093	22.0	18	3	Negative
prot-0446	prot-0424	41.0	18	3	Negative
prot-0469	prot-0609	32.0	18	3	Negative
prot-0486	prot-0314	20.0	18	3	Negative
prot-0503	prot-0454	28.0	18	3	Negative
prot-0520	prot-0088	23.0	18	3	Negative
prot-0536	prot-0452	26.0	18	3	Negative
prot-0552	prot-0460	25.0	18	3	Negative
prot-0571	prot-0711	30.0	18	3	Negative
prot-0595	prot-0503	29.0	18	3	Negative
prot-0616	prot-0819	26.0	18	3	Negative
prot-0631	prot-0386	36.0	18	3	Negative
prot-0648	prot-0022	21.0	18	3	Negative
prot-0665	prot-0100	23.0	18	3	Negative
prot-0682	prot-0873	20.0	18	3	Negative
prot-0699	prot-0760	29.0	18	3	Negative
prot-0716	prot-0710	22.0	18	3	Negative
prot-0734	prot-0108	20.0	18	3	Negative
prot-0750	prot-0875	18.0	18	3	Negative
prot-0772	prot-0886	23.0	18	3	Negative
prot-0791	prot-0245	24.0	18	3	Negative
prot-0805	prot-0261	29.0	18	3	Negative
prot-0821	prot-0591	26.0	18	3	Negative
prot-0843	prot-0026	28.0	18	3	Negative
prot-0860	prot-0510	21.0	18	3	Negative
prot-0878	prot-0524	15.0	18	3	Negative
prot-0900	prot-0264	25.0	18	3	Negative
prot-0915	prot-0407	24.0	18	3	Negative
prot-0004	prot-0008	27.0	18	4	Positive
prot-0031	prot-0034	32.0	18	4	Positive
prot-0047	prot-0050	23.0	18	4	Positive
prot-0065	prot-0069	42.0	18	4	Positive
prot-0077	prot-0082	46.0	18	4	Positive
prot-0098	prot-0102	25.0	18	4	Positive
prot-0124	prot-0125	32.0	18	4	Positive
prot-0166	prot-0177	22.0	18	4	Positive
prot-0170	prot-0173	22.0	18	4	Positive
prot-0175	prot-0178	26.0	18	4	Positive
prot-0187	prot-0190	23.0	18	4	Positive
prot-0240	prot-0242	26.0	18	4	Positive
prot-0271	prot-0275	33.0	18	4	Positive
prot-0298	prot-0300	29.0	18	4	Positive
prot-0326	prot-0327	63.0	18	4	Positive
prot-0354	prot-0355	22.0	18	4	Positive
prot-0357	prot-0360	25.0	18	4	Positive
prot-0361	prot-0364	30.0	18	4	Positive
prot-0369	prot-0370	37.0	18	4	Positive
prot-0380	prot-0384	43.0	18	4	Positive
prot-0384	prot-0392	29.0	18	4	Positive
prot-0410	prot-0412	31.0	18	4	Positive
prot-0459	prot-0461	30.0	18	4	Positive
prot-0465	prot-0466	29.0	18	4	Positive
prot-0484	prot-0485	61.0	18	4	Positive
prot-0507	prot-0509	24.0	18	4	Positive
prot-0533	prot-0534	35.0	18	4	Positive
prot-0570	prot-0572	37.0	18	4	Positive
prot-0580	prot-0615	26.0	18	4	Positive
prot-0582	prot-0586	28.0	18	4	Positive
prot-0583	prot-0598	27.0	18	4	Positive
prot-0584	prot-0611	30.0	18	4	Positive
prot-0586	prot-0590	35.0	18	4	Positive
prot-0587	prot-0606	31.0	18	4	Positive
prot-0589	prot-0591	25.0	18	4	Positive
prot-0590	prot-0610	32.0	18	4	Positive
prot-0592	prot-0601	27.0	18	4	Positive
prot-0594	prot-0596	31.0	18	4	Positive
prot-0595	prot-0620	30.0	18	4	Positive
prot-0597	prot-0621	26.0	18	4	Positive
prot-0600	prot-0605	24.0	18	4	Positive
prot-0602	prot-0616	25.0	18	4	Positive
prot-0605	prot-0615	31.0	18	4	Positive
prot-0609	prot-0611	43.0	18	4	Positive
prot-0614	prot-0616	81.0	18	4	Positive
prot-0659	prot-0661	31.0	18	4	Positive
prot-0735	prot-0736	35.0	18	4	Positive
prot-0776	prot-0779	246.0	18	4	Positive
prot-0829	prot-0832	46.0	18	4	Positive
prot-0860	prot-0862	30.0	18	4	Positive
prot-0018	prot-0198	29.0	18	4	Negative
prot-0035	prot-0071	22.0	18	4	Negative
prot-0056	prot-0826	18.0	18	4	Negative
prot-0075	prot-0561	22.0	18	4	Negative
prot-0093	prot-0091	23.0	18	4	Negative
prot-0110	prot-0613	22.0	18	4	Negative
prot-0131	prot-0547	26.0	18	4	Negative
prot-0148	prot-0369	16.0	18	4	Negative
prot-0166	prot-0839	18.0	18	4	Negative
prot-0186	prot-0014	16.0	18	4	Negative
prot-0206	prot-0313	31.0	18	4	Negative
prot-0228	prot-0121	15.0	18	4	Negative
prot-0244	prot-0817	20.0	18	4	Negative
prot-0262	prot-0540	25.0	18	4	Negative
prot-0286	prot-0641	42.0	18	4	Negative
prot-0305	prot-0785	29.0	18	4	Negative
prot-0326	prot-0712	21.0	18	4	Negative
prot-0346	prot-0063	26.0	18	4	Negative
prot-0363	prot-0345	27.0	18	4	Negative
prot-0380	prot-0553	27.0	18	4	Negative
prot-0397	prot-0470	39.0	18	4	Negative
prot-0414	prot-0903	25.0	18	4	Negative
prot-0431	prot-0093	22.0	18	4	Negative
prot-0446	prot-0424	41.0	18	4	Negative
prot-0469	prot-0609	32.0	18	4	Negative
prot-0486	prot-0314	20.0	18	4	Negative
prot-0503	prot-0454	28.0	18	4	Negative
prot-0520	prot-0088	23.0	18	4	Negative
prot-0536	prot-0452	26.0	18	4	Negative
prot-0552	prot-0460	25.0	18	4	Negative
prot-0571	prot-0711	30.0	18	4	Negative
prot-0595	prot-0503	29.0	18	4	Negative
prot-0616	prot-0819	26.0	18	4	Negative
prot-0631	prot-0386	36.0	18	4	Negative
prot-0648	prot-0022	21.0	18	4	Negative
prot-0665	prot-0100	23.0	18	4	Negative
prot-0682	prot-0873	20.0	18	4	Negative
prot-0699	prot-0760	29.0	18	4	Negative
prot-0716	prot-0710	22.0	18	4	Negative
prot-0734	prot-0108	20.0	18	4	Negative
prot-0750	prot-0875	18.0	18	4	Negative
prot-0772	prot-0886	23.0	18	4	Negative
prot-0791	prot-0245	24.0	18	4	Negative
prot-0805	prot-0261	29.0	18	4	Negative
prot-0821	prot-0591	26.0	18	4	Negative
prot-0843	prot-0026	28.0	18	4	Negative
prot-0860	prot-0510	21.0	18	4	Negative
prot-0878	prot-0524	15.0	18	4	Negative
prot-0900	prot-0264	25.0	18	4	Negative
prot-0915	prot-0407	24.0	18	4	Negative
prot-0004	prot-0008	27.0	18	5	Positive
prot-0031	prot-0034	32.0	18	5	Positive
prot-0047	prot-0050	23.0	18	5	Positive
prot-0065	prot-0069	41.0	18	5	Positive
prot-0077	prot-0082	46.0	18	5	Positive
prot-0098	prot-0102	25.0	18	5	Positive
prot-0124	prot-0125	32.0	18	5	Positive
prot-0166	prot-0177	22.0	18	5	Positive
prot-0170	prot-0173	22.0	18	5	Positive
prot-0175	prot-0178	26.0	18	5	Positive
prot-0187	prot-0190	23.0	18	5	Positive
prot-0240	prot-0242	26.0	18	5	Positive
prot-0271	prot-0275	33.0	18	5	Positive
prot-0298	prot-0300	29.0	18	5	Positive
prot-0326	prot-0327	63.0	18	5	Positive
prot-0354	prot-0355	22.0	18	5	Positive
prot-0357	prot-0360	25.0	18	5	Positive
prot-0361	prot-0364	30.0	18	5	Positive
prot-0369	prot-0370	37.0	18	5	Positive
prot-0380	prot-0384	43.0	18	5	Positive
prot-0384	prot-0392	29.0	18	5	Positive
prot-0410	prot-0412	31.0	18	5	Positive
prot-0459	prot-0461	30.0	18	5	Positive
prot-0465	prot-0466	29.0	18	5	Positive
prot-0484	prot-0485	61.0	18	5	Positive
prot-0507	prot-0509	24.0	18	5	Positive
prot-0533	prot-0534	35.0	18	5	Positive
prot-0570	prot-0572	37.0	18	5	Positive
prot-0580	prot-0615	26.0	18	5	Positive
prot-0582	prot-0586	28.0	18	5	Positive
prot-0583	prot-0598	27.0	18	5	Positive
prot-0584	prot-0611	30.0	18	5	Positive
prot-0586	prot-0590	35.0	18	5	Positive
prot-0587	prot-0606	31.0	18	5	Positive
prot-0589	prot-0591	25.0	18	5	Positive
prot-0590	prot-0610	32.0	18	5	Positive
prot-0592	prot-0601	27.0	18	5	Positive
prot-0594	prot-0596	31.0	18	5	Positive
prot-0595	prot-0620	30.0	18	5	Positive
prot-0597	prot-0621	26.0	18	5	Positive
prot-0600	prot-0605	24.0	18	5	Positive
prot-0602	prot-0616	25.0	18	5	Positive
prot-0605	prot-0615	31.0	18	5	Positive
prot-0609	prot-0611	43.0	18	5	Positive
prot-0614	prot-0616	81.0	18	5	Positive
prot-0659	prot-0661	31.0	18	5	Positive
prot-0735	prot-0736	35.0	18	5	Positive
prot-0776	prot-0779	241.0	18	5	Positive
prot-0829	prot-0832	46.0	18	5	Positive
prot-0860	prot-0862	30.0	18	5	Positive
prot-0018	prot-0198	29.0	18	5	Negative
prot-0035	prot-0071	22.0	18	5	Negative
prot-0056	prot-0826	18.0	18	5	Negative
prot-0075	prot-0561	22.0	18	5	Negative
prot-0093	prot-0091	23.0	18	5	Negative
prot-0110	prot-0613	22.0	18	5	Negative
prot-0131	prot-0547	26.0	18	5	Negative
prot-0148	prot-0369	16.0	18	5	Negative
prot-0166	prot-0839	18.0	18	5	Negative
prot-0186	prot-0014	16.0	18	5	Negative
prot-0206	prot-0313	31.0	18	5	Negative
prot-0228	prot-0121	15.0	18	5	Negative
prot-0244	prot-0817	20.0	18	5	Negative
prot-0262	prot-0540	25.0	18	5	Negative
prot-0286	prot-0641	42.0	18	5	Negative
prot-0305	prot-0785	29.0	18	5	Negative
prot-0326	prot-0712	21.0	18	5	Negative
prot-0346	prot-0063	26.0	18	5	Negative
prot-0363	prot-0345	27.0	18	5	Negative
prot-0380	prot-0553	27.0	18	5	Negative
prot-0397	prot-0470	39.0	18	5	Negative
prot-0414	prot-0903	25.0	18	5	Negative
prot-0431	prot-0093	22.0	18	5	Negative
prot-0446	prot-0424	41.0	18	5	Negative
prot-0469	prot-0609	32.0	18	5	Negative
prot-0486	prot-0314	20.0	18	5	Negative
prot-0503	prot-0454	28.0	18	5	Negative
prot-0520	prot-0088	23.0	18	5	Negative
prot-0536	prot-0452	26.0	18	5	Negative
prot-0552	prot-0460	25.0	18	5	Negative
prot-0571	prot-0711	30.0	18	5	Negative
prot-0595	prot-0503	29.0	18	5	Negative
prot-0616	prot-0819	26.0	18	5	Negative
prot-0631	prot-0386	36.0	18	5	Negative
prot-0648	prot-0022	21.0	18	5	Negative
prot-0665	prot-0100	23.0	18	5	Negative
prot-0682	prot-0873	20.0	18	5	Negative
prot-0699	prot-0760	29.0	18	5	Negative
prot-0716	prot-0710	22.0	18	5	Negative
prot-0734	prot-0108	20.0	18	5	Negative
prot-0750	prot-0875	18.0	18	5	Negative
prot-0772	prot-0886	23.0	18	5	Negative
prot-0791	prot-0245	24.0	18	5	Negative
prot-0805	prot-0261	29.0	18	5	Negative
prot-0821	prot-0591	26.0	18	5	Negative
prot-0843	prot-0026	28.0	18	5	Negative
prot-0860	prot-0510	21.0	18	5	Negative
prot-0878	prot-0524	15.0	18	5	Negative
prot-0900	prot-0264	25.0	18	5	Negative
prot-0915	prot-0407	24.0	18	5	Negative
prot-0004	prot-0008	27.0	19	1	Positive
prot-0031	prot-0034	32.0	19	1	Positive
prot-0047	prot-0050	23.0	19	1	Positive
prot-0065	prot-0069	44.0	19	1	Positive
prot-0077	prot-0082	46.0	19	1	Positive
prot-0098	prot-0102	25.0	19	1	Positive
prot-0124	prot-0125	32.0	19	1	Positive
prot-0166	prot-0177	22.0	19	1	Positive
prot-0170	prot-0173	22.0	19	1	Positive
prot-0175	prot-0178	26.0	19	1	Positive
prot-0187	prot-0190	23.0	19	1	Positive
prot-0240	prot-0242	26.0	19	1	Positive
prot-0271	prot-0275	33.0	19	1	Positive
prot-0298	prot-0300	29.0	19	1	Positive
prot-0326	prot-0327	74.0	19	1	Positive
prot-0354	prot-0355	22.0	19	1	Positive
prot-0357	prot-0360	25.0	19	1	Positive
prot-0361	prot-0364	30.0	19	1	Positive
prot-0369	prot-0370	37.0	19	1	Positive
prot-0380	prot-0384	43.0	19	1	Positive
prot-0384	prot-0392	29.0	19	1	Positive
prot-0410	prot-0412	31.0	19	1	Positive
prot-0459	prot-0461	30.0	19	1	Positive
prot-0465	prot-0466	29.0	19	1	Positive
prot-0484	prot-0485	74.0	19	1	Positive
prot-0507	prot-0509	24.0	19	1	Positive
prot-0533	prot-0534	35.0	19	1	Positive
prot-0570	prot-0572	37.0	19	1	Positive
prot-0580	prot-0615	26.0	19	1	Positive
prot-0582	prot-0586	28.0	19	1	Positive
prot-0583	prot-0598	27.0	19	1	Positive
prot-0584	prot-0611	30.0	19	1	Positive
prot-0586	prot-0590	35.0	19	1	Positive
prot-0587	prot-0606	31.0	19	1	Positive
prot-0589	prot-0591	25.0	19	1	Positive
prot-0590	prot-0610	32.0	19	1	Positive
prot-0592	prot-0601	27.0	19	1	Positive
prot-0594	prot-0596	31.0	19	1	Positive
prot-0595	prot-0620	30.0	19	1	Positive
prot-0597	prot-0621	26.0	19	1	Positive
prot-0600	prot-0605	24.0	19	1	Positive
prot-0602	prot-0616	25.0	19	1	Positive
prot-0605	prot-0615	31.0	19	1	Positive
prot-0609	prot-0611	43.0	19	1	Positive
prot-0614	prot-0616	83.0	19	1	Positive
prot-0659	prot-0661	31.0	19	1	Positive
prot-0735	prot-0736	35.0	19	1	Positive
prot-0776	prot-0779	260.0	19	1	Positive
prot-0829	prot-0832	46.0	19	1	Positive
prot-0860	prot-0862	30.0	19	1	Positive
prot-0018	prot-0198	29.0	19	1	Negative
prot-0035	prot-0071	22.0	19	1	Negative
prot-0056	prot-0826	18.0	19	1	Negative
prot-0075	prot-0561	22.0	19	1	Negative
prot-0093	prot-0091	23.0	19	1	Negative
prot-0110	prot-0613	22.0	19	1	Negative
prot-0131	prot-0547	26.0	19	1	Negative
prot-0148	prot-0369	16.0	19	1	Negative
prot-0166	prot-0839	18.0	19	1	Negative
prot-0186	prot-0014	16.0	19	1	Negative
prot-0206	prot-0313	31.0	19	1	Negative
prot-0228	prot-0121	15.0	19	1	Negative
prot-0244	prot-0817	20.0	19	1	Negative
prot-0262	prot-0540	25.0	19	1	Negative
prot-0286	prot-0641	42.0	19	1	Negative
prot-0305	prot-0785	29.0	19	1	Negative
prot-0326	prot-0712	21.0	19	1	Negative
prot-0346	prot-0063	26.0	19	1	Negative
prot-0363	prot-0345	27.0	19	1	Negative
prot-0380	prot-0553	27.0	19	1	Negative
prot-0397	prot-0470	39.0	19	1	Negative
prot-0414	prot-0903	25.0	19	1	Negative
prot-0431	prot-0093	22.0	19	1	Negative
prot-0446	prot-0424	41.0	19	1	Negative
prot-0469	prot-0609	32.0	19	1	Negative
prot-0486	prot-0314	20.0	19	1	Negative
prot-0503	prot-0454	28.0	19	1	Negative
prot-0520	prot-0088	23.0	19	1	Negative
prot-0536	prot-0452	26.0	19	1	Negative
prot-0552	prot-0460	25.0	19	1	Negative
prot-0571	prot-0711	30.0	19	1	Negative
prot-0595	prot-0503	29.0	19	1	Negative
prot-0616	prot-0819	26.0	19	1	Negative
prot-0631	prot-0386	36.0	19	1	Negative
prot-0648	prot-0022	21.0	19	1	Negative
prot-0665	prot-0100	23.0	19	1	Negative
prot-0682	prot-0873	20.0	19	1	Negative
prot-0699	prot-0760	29.0	19	1	Negative
prot-0716	prot-0710	22.0	19	1	Negative
prot-0734	prot-0108	20.0	19	1	Negative
prot-0750	prot-0875	18.0	19	1	Negative
prot-0772	prot-0886	23.0	19	1	Negative
prot-0791	prot-0245	24.0	19	1	Negative
prot-0805	prot-0261	29.0	19	1	Negative
prot-0821	prot-0591	26.0	19	1	Negative
prot-0843	prot-0026	28.0	19	1	Negative
prot-0860	prot-0510	21.0	19	1	Negative
prot-0878	prot-0524	15.0	19	1	Negative
prot-0900	prot-0264	25.0	19	1	Negative
prot-0915	prot-0407	24.0	19	1	Negative
prot-0004	prot-0008	27.0	19	2	Positive
prot-0031	prot-0034	32.0	19	2	Positive
prot-0047	prot-0050	23.0	19	2	Positive
prot-0065	prot-0069	43.0	19	2	Positive
prot-0077	prot-0082	46.0	19	2	Positive
prot-0098	prot-0102	25.0	19	2	Positive
prot-0124	prot-0125	32.0	19	2	Positive
prot-0166	prot-0177	22.0	19	2	Positive
prot-0170	prot-0173	22.0	19	2	Positive
prot-0175	prot-0178	26.0	19	2	Positive
prot-0187	prot-0190	23.0	19	2	Positive
prot-0240	prot-0242	26.0	19	2	Positive
prot-0271	prot-0275	33.0	19	2	Positive
prot-0298	prot-0300	29.0	19	2	Positive
prot-0326	prot-0327	64.0	19	2	Positive
prot-0354	prot-0355	22.0	19	2	Positive
prot-0357	prot-0360	25.0	19	2	Positive
prot-0361	prot-0364	30.0	19	2	Positive
prot-0369	prot-0370	37.0	19	2	Positive
prot-0380	prot-0384	43.0	19	2	Positive
prot-0384	prot-0392	29.0	19	2	Positive
prot-0410	prot-0412	31.0	19	2	Positive
prot-0459	prot-0461	30.0	19	2	Positive
prot-0465	prot-0466	29.0	19	2	Positive
prot-0484	prot-0485	66.0	19	2	Positive
prot-0507	prot-0509	24.0	19	2	Positive
prot-0533	prot-0534	35.0	19	2	Positive
prot-0570	prot-0572	37.0	19	2	Positive
prot-0580	prot-0615	26.0	19	2	Positive
prot-0582	prot-0586	28.0	19	2	Positive
prot-0583	prot-0598	27.0	19	2	Positive
prot-0584	prot-0611	30.0	19	2	Positive
prot-0586	prot-0590	35.0	19	2	Positive
prot-0587	prot-0606	31.0	19	2	Positive
prot-0589	prot-0591	25.0	19	2	Positive
prot-0590	prot-0610	32.0	19	2	Positive
prot-0592	prot-0601	27.0	19	2	Positive
prot-0594	prot-0596	31.0	19	2	Positive
prot-0595	prot-0620	30.0	19	2	Positive
prot-0597	prot-0621	26.0	19	2	Positive
prot-0600	prot-0605	24.0	19	2	Positive
prot-0602	prot-0616	25.0	19	2	Positive
prot-0605	prot-0615	31.0	19	2	Positive
prot-0609	prot-0611	43.0	19	2	Positive
prot-0614	prot-0616	81.0	19	2	Positive
prot-0659	prot-0661	31.0	19	2	Positive
